Company,Company Code,Company Type,FCC SITE ID,Lattitude,Longitude,Property Address,County,City,Land Owned or Leased,Lessor/Site Owner,Map,Group,Parcel,Height,Type
Cellco Partnership,WC001235,WC,99,35.81816667,-86.41976389,Barfield Road 1907,Rutherford,Outside,Leased,"Rowland, James O.",113,,005.00,150,monopole
Cellco Partnership,WC001235,WC,99,35.79192778,-86.375725,Elam Road 2900,Rutherford,Outside,Leased,Swanson Development,126,,036.00,195,guyed
Cellco Partnership,WC001235,WC,1293577,35.94402778,-86.43222222,Joe Brown Road 3133,Rutherford,Outside,Leased,"Jones, Terry and Peggy",048E,C,004.00,,lattice
Cellco Partnership,WC001235,WC,1297915,35.90777777,-86.51555555,Redfield Drive,Rutherford,Outside,Leased,"Fraley, Comer D",056,,069.00,154,monopole
Cellco Partnership,WC001235,WC,1280701,35.97892222,-86.55412778,Rock Springs Road 1372,Rutherford,Outside,Leased,Lee Tashie Partners,028,,071.00,105,monopole
Cellco Partnership,WC001235,WC,99,35.68208333,-86.48497222,Williams Road 6068,Rutherford,Outside,Leased,"Conger, Jack M & Gretchen",181,,005.01,115,monopole
Cellco Partnership,WC001235,WC,99,35.93504444,-86.54146667,Midway Lane 2400,Rutherford,Smyrna,Leased,"Southpark Nashville, LLC",050,,054.04,160,monopole
Cellco Partnership,WC001235,WC,1294122,35.32620833,-85.40269722,Hudlow Road 1123,Sequatchie,Outside,Leased,"Land, Jeffery M & Gregory",063,,012.00,,lattice
Cellco Partnership,WC001235,WC,1307321,35.35401944,-85.40445833,West Valley Road 5791 (AVR- 102 Self Storage Rd),Sequatchie,Outside,Leased,"Cooley, John C & Margeret A",054,,009.00,285,lattice
Cellco Partnership,WC001235,WC,99,35.8538,-83.645519,Chapman Highway 2309,Sevier,Outside,Leased,"Brooks, Joshua & Mark",059,,216.00,,monopole
Cellco Partnership,WC001235,WC,1065019,35.765833,-83.423889,Clyde Way 2611 (Grassy Branch Loop 2607),Sevier,Outside,Leased,"Lethco, Robert",108,,142.00,299,lattice
Cellco Partnership,WC001235,WC,1065021,35.910556,-83.329722,County Line Road 569,Sevier,Outside,Leased,"Dockery, Carl & Baston,  Alma",032,,031.03,280,lattice
Cellco Partnership,WC001235,WC,1042440,35.781944,-83.585,Engletown Road 3205 ,Sevier,Outside,Leased,"McGill, Jimmy",094,,108.02,175,monopole
Cellco Partnership,WC001235,WC,1289867,35.82166667,-83.41308333,Phillips Way 1787,Sevier,Outside,Leased,"Phillips, Danny H & Portia",075,,042.04,365,lattice
Cellco Partnership,WC001235,WC,1042020,35.80675,-83.487917,Upper Middle Creek Road 2255,Sevier ,Outside,OWNED,Cellco Partnership,085,,057.01,323,guyed
Cellco Partnership,WC001235,WC,1065020,35.971308,-83.613003,West Mount Road 254,Sevier ,Outside,Leased,"Cate, Peggy harrekk & Dorothy",012,,063.04,299,guyed
Cellco Partnership,WC001235,WC,1296000,35.85216667,-83.55449444,Ridge Road 822,Sevier ,Sevierville,Leased,"Ogle, Ronald ",061,,148.00,,monopole
Cellco Partnership,WC001235,WC,99,35.026694,-89.763222,Forest Hill-Irene 3160 (Poplar),Shelby,Germantown,Leased,"Schaffer, Milton/Mphs Cell Telephone Co",G02,32,00381L,146,monopole
Cellco Partnership,WC001235,WC,99,35.114372,-89.870306,5775 SHADY GROVE RD SUITE 101,Shelby,Memphis,Leased,"Memphis Light, Gas & Water Div",,,,111',VZW Monopole
Cellco Partnership,WC001235,WC,1297221,35.01890278,-90.00390556,Bender 1807,Shelby,Memphis,Leased,Temple Churh of God in Christ,079,067,00005,090,monopole
Cellco Partnership,WC001235,WC,1301112 or 1287272?,,,Hollywood 240 South,Shelby,Memphis,Leased,M C I Telecom,028,052,00049c,112,monopole
Cellco Partnership,WC001235,WC,1013145,35.09666667,-90.05138889,Latham Street 1850 ,Shelby,Memphis,Leased,Belz Investment Corp. LP,049,024,00062L,138,lattice
Cellco Partnership,WC001235,WC,1303370,35.048375,-89.83948333,Ross Road 3673,Shelby,Memphis,Leased,"World Overcomers Outreach Ministries, Inc.",09350,0,4.29,,monopole
Cellco Partnership,WC001235,WC,1318734,35.01683,-89.847561,Pleasant Ridge Rd. 6448,Shelby,Outside,Leased,"Sneed, Marvin E, Michelle, & Edwan M",D01,27,287,199,lattice
Cellco Partnership,WC001235,WC,99,35.22829444,-89.98841667,2252 POINT CHURCH AVE,Shelby,Outside,Leased,John Gary Vaughn&Fawnie Vaughn,,,,150',VZW Monopole
Cellco Partnership,WC001235,WC,1306796,35.242883,-89.912708,4472 Egypt Central Rd / 4348 Colman Rd,Shelby,Outside,Leased,"Stornes, Vernell & Gwendolyn",D021,47,329.00,160,monopole
Cellco Partnership,WC001235,WC,1315374,,,Woodlard Ln 40,Smith,Outside,Leased,"Davis, Roas G.",033,,053.00,,lattice
Cellco Partnership,WC001235,WC,99,36.539722,-87.6625,Red Top Road 337,Stewart,Outside,Leased,"Saga Communication of Tuskeegee, LLC",058,,033.06,,guyed
Cellco Partnership,WC001235,WC,99,36.586667,-82.196389,Indian Trail Drive,Sullivan,Bristol,Leased,Senter L Dudley & Karen,020,,052.00,,not given
Cellco Partnership,WC001235,WC,99,,,Ridgeview Drive 25A,Sullivan,Bristol,Leased,United Intermountain Telephone Co.,020L,J,021.00,125,Lattice
Cellco Partnership,WC001235,WC,99,36.529811,-82.527172,Sherwood Road 1909,Sullivan,Kingsport,Leased,TREG GP,061G,G,019.00,,monopole
Cellco Partnership,WC001235,WC,1224441,36.548319,-82.517222,Stone Drive 1658 E.,Sullivan,Kingsport,Leased,"Jackson, Clara",047I,A,019.35,165,monopole
Cellco Partnership,WC001235,WC,99,36.557858,-82.579797,Stonegate Road 800,Sullivan,Kingsport,Leased,Gary C. Andes,045C,C,043.00,150,monopole
Cellco Partnership,WC001235,WC,99,36.477997,-82.547311,Barnett Drive 477,Sullivan,Outside,Leased,"Gooden, Paul",091,,104.00,175,monopole
Cellco Partnership,WC001235,WC,99,,,Fort Henry Drive 5515 ,Sullivan,Outside,Leased,Intermountain Telephone,107I,E,031.00,160,lattice
Cellco Partnership,WC001235,WC,99,36.433775,-82.302008,Industrial Park Road 333,Sullivan,Outside,Leased,"Shipley, Gary D.",124,,081.66,,monopole
Cellco Partnership,WC001235,WC,1202963,36.416611,-82.331278,Kings Road 345,Sullivan,Outside,Leased,"Hyder, Ernest",124G,A,017.00,,lattice
Cellco Partnership,WC001235,WC,99,36.574578,-82.148958,Paperville Road 1040,Sullivan,Outside,Leased,"Wright, Chris Ann",021,,024.00,188,monopole
Cellco Partnership,WC001235,WC,1047461,36.554997,-82.341572,Tennessee RT 37 912,Sullivan,Outside,Leased,"Jones, Robert",050,,083.00,265,guyed
Cellco Partnership,WC001235,WC,1301563,36.40035,-86.404403,1233 Longleaf Dr,Sumner,OUTSIDE,Leased,Davis Ray & Anna Lorre Dorris,112,,017.08,90',VZW Monopole
Cellco Partnership,WC001235,WC,1285945,35.47866667,-89.72347222,John Hill Road 320,Tipton,Brighton,Leased,"Simonton, Lindsey & Nancy",080,,050.00,290,lattice
Cellco Partnership,WC001235,WC,1282836,35.57344444,-89.64716667,Main Street 775 North,Tipton,Covington,Leased,"Cromwell & Scott, LLC",025K,B,007.00,160,monopole
Cellco Partnership,WC001235,WC,1287763,35.46677778,-89.90516667,Dolan Road 3000,Tipton,Outside,Leased,"Adkins, Debbie Lynn",093,,010.10,,lattice
Cellco Partnership,WC001235,WC,1315528,35.45686111,-89.65812222,Huffman Rd. 247,Tipton,Outside,Leased,"Gray, Doris Ann etal",099,,026.00,202,self-support
Cellco Partnership,WC001235,WC,1261326,35.5144,-89.5579,Hwy 179 5399,Tipton,Outside,Leased,"Rice, Larry, etal",071,,026.04,210,monopole
Cellco Partnership,WC001235,WC,1293228,36.36648889,-86.23495556,Watson Lane 800,Trousdale,Outside,Leased,"Denham, Dennis & Rosemary",032,,011.00,,lattice
Cellco Partnership,WC001235,WC,1247950,36.016122,-82.527229,Verizon Tower Road 100,Unicoi,Outside,Leased,"Simmons, Grady & Deborah",065,,007.00,310,lattice
Cellco Partnership,WC001235,WC,1240639,36.080256,-82.489917,White Mountain Road 129,Unicoi,Outside,Leased,"White, Robert & Shirley",045,,037.00,260,lattice
Cellco Partnership,WC001235,WC,1289035,35.68230556,-85.33877778,Park Road 12867,Van Buren,Outside,Leased,"Hart, Cherp",051,,002.00,300,lattice
Cellco Partnership,WC001235,WC,1260807,35.67885,-85.81606389,Garfield Street 326 (Shangri La Lane),Warren,Outside,Leased,"Ringemann, Jana",067,,019.02,199,monopole
Cellco Partnership,WC001235,WC,99,36.293928,-82.371565,Fire Tower Rd (Furnace Road),Washington,Johnson City,OWNED,Cellco Partnership,047,,021.03,,lattice
Cellco Partnership,WC001235,WC,99,,,Narrow Lane 1407,Washington,Johnson City,Leased,"Preston, Sam L. & Sarah R.",054O,B,024.01,095,Stealth
Cellco Partnership,WC001235,WC,99,36.324478,-82.568842,Hwy 81N 1562,Washington,Outside,Leased,"Walker, Henry",042,,020.00,,monopole
Cellco Partnership,WC001235,WC,99,36.30085556,-82.35633611,Magnolia Ave 820,Washington,Outside,Leased,"Anderson, Frank H.",054k,A,003.00,104,monopole
Cellco Partnership,WC001235,WC,99,36.25,-82.55055556,Methodist Ridge Road 116,Washington,Outside,Leased,"Byerley, John Harvey (Steele & Bonnie estate)",074,,018.00,192,monopole
Cellco Partnership,WC001235,WC,99,36.31628611,-82.31710833,Miami Drive 2237 (Union Church Rd),Washington,Outside,Leased,"Friday, Archie D.",052,,105.00,,monopole
Cellco Partnership,WC001235,WC,1271237,35.311825,-87.94158056,Savannah Hwy 2788,Wayne,Outside,Leased,"Davidson, Jack F. & Faye",073,,010.00,410,lattice
Cellco Partnership,WC001235,WC,99,36.32313056,-88.87053889,Baker Road 181 ( Harrison),Weakley,Outside,Leased,"Waggener, Joe",078,,040.00,165,monopole
Cellco Partnership,WC001235,WC,1268618,36.23694444,-88.61638889,Hwy 22 4870,Weakley,Outside,Leased,"Scarbrough, David & Lisa",123,,042.01,300,lattice
Cellco Partnership,WC001235,WC,1267676,36.23419444,-88.81166667,Sharon Road 691,Weakley,Outside,Leased,"Hammer, Phyllis & Nancy Earls",119,,049.02,260,lattice
Cellco Partnership,WC001235,WC,1297099,36.24418056,-88.91383611,Sidonia Rd 3411,Weakley,Outside,Leased,"Horn, Joyce M (AVR- Scarbrough, David Bryan and Lisa Gail)",117,,051.00,280,lattice
Cellco Partnership,WC001235,WC,1264051,36.385,-88.84166667,Stover Road 437,Weakley,Outside,Leased,"Young, George T.",051,,022.00,260,lattice
Cellco Partnership,WC001235,WC,1259105,35.95734694,-85.29035611,Crossville Hwy 10765,White,Outside,Leased,"Jordan, David",036,,006.33,290,lattice
Cellco Partnership,WC001235,WC,99,35.94631667,-85.46185278,Oak Forest Lane 297,White,Outside,Leased,"Savage, George M. & Helen",049,,032.00,160,monopole
Cellco Partnership,WC001235,WC,99,35.898895,-86.848032,1101 Gardner Dr,Williamson,Franklin,Leased,Harpeth Community Church,089,,017.04,,Stealth
Cellco Partnership,WC001235,WC,99,35.95191111,-86.83591667,Duke Drive 500,Williamson,Franklin,Leased,Industrial Board of Williamson County,100,,007.00,130,monopole
Cellco Partnership,WC001235,WC,99,35.94785556,-86.66911111,Nolensville Road 7375,Williamson,Nolensville,Leased,"Blankenship, Mark D.",059,,052.00,199,monopole
Cellco Partnership,WC001235,WC,99,,,Bethesda Road 4878,Williamson,Outside,Leased,"Marlin, William B. & Patrica",164,,033.02,,monopole
Cellco Partnership,WC001235,WC,99,35.99935,-87.18441944,Crow Cut Road 7747,Williamson,Outside,Leased,"Sullivan, Emmett & Sandra",021,,093.01,,monopole
Cellco Partnership,WC001235,WC,1290944,35.793756,-86.671622,Horton Hwy 8568,Williamson,Outside,Leased,College Grove United Methodist Church,158,,028.00,,lattice
Cellco Partnership,WC001235,WC,1265300,35.83896667,-87.01225556,Sycamore Road 3766,Williamson,Outside,Leased,"Marlin, Herbert & Mary",121,,038.00,300,lattice
Cellco Partnership,WC001235,WC,99,36.13839167,-86.403675,Central Pike 4494 A,Wilson,Lebanon,Leased,"Hunt, Walter O & Melanie",101,,033.03,,monopole
Cellco Partnership,WC001235,WC,1298998,36.22438888,-86.29469444,North Castle Heights 1030,Wilson,Lebanon,Leased,Fence Row Properties LLC,058,,057.00,,lattice
Cellco Partnership,WC001235,WC,1290737,36.20970556,-86.31321667,Oak Street 108 A,Wilson,Lebanon,Leased,Wilson County,068G,H,039.00,110,Stealth
Cellco Partnership,WC001235,WC,99,36.19385556,-86.19316389,Trousdale Ferry Pike 4944,Wilson,Outside,Leased,"Pratt, Jack & Judy",066,,015.00,135,monopole
"APC Towers, LLC",WM000020,WM,1311261,36.05179,-86.430560,Aster Drive 4828,Davidson,Nashville,Leased,Paragon Mills Church of Christ,133-00,0,075.00,155,monopole
"APC Towers, LLC",WM000020,WM,1303037,36.11672,-86.724500,Glenrose Ave 2620,Davidson,Nashville,Leased,"Sidler, C.S.",119-07,0,130.00,180,monopole
"APC Towers, LLC",WM000020,WM,1308837,36.11182,-86.360120,Old Lebanon Dirt Rd 583A,Davidson,Outside,Leased,"Webster, Carolyn A",086-00,0,300.00,150,monopole
"APC Towers, LLC",WM000020,WM,1301666,36.03463,-86.536636,Hollendale Road 477,Rutherford,LaVergne,Leased,"Drennan, Edward Owen",006,,033.00,150,monopole
Agile Network Builders LLC,WM000030,WM,1221595,36.15833828,-85.88359838,High Rock Loop Rd 246,Cumberland,Outside,Leased,"Wolfrom, Jay & Barbara Joyce Brown",046,,051.05,250,self-support
Agile Network Builders LLC,WM000030,WM,1063198,36.18011911,-85.97688838,New Middleton Rd 239,Smith,Outside,Leased,"Law, William & Cynthia",078,,023.01,250,self-support
Agile Network Builders LLC,WM000030,WM,1223711,36.15833828,-85.88359838,Stewart Bend 69,Smith,Outside,Leased,"Simpon, Wayne Keith",086,,012.00,270,self-support
American Tower Corporation,WM000035,WM,1207750,36.07819444,-84.1466,Melton Hill Drive 365 ,Anderson,Clinton,Leased,"Taylor, Delmer C. and Cheryl J.",082I,C,012.00,190,monopole
American Tower Corporation,WM000035,WM,1248282,36.10927771,-84.12656628,North Charles G. Seviers Blvd. 704,Anderson,Clinton,Leased,"Gilliam, Robert L.",074C,D,016.00,190,monopole
American Tower Corporation,WM000035,WM,Not Required,35.91905555,-84.387,Bear Creek Road 2000,Anderson,Oak Ridge,Leased,United States D. O. E.,106,,001.00,190,monopole
American Tower Corporation,WM000035,WM,Not Required,36.012,-84.1047,Blacksferry Road 8020,Anderson,Outside,Leased,"Peoples, Dorris & Jacob M",103,,056.00,195,monopole
American Tower Corporation,WM000035,WM,1041456,36.02794277,-84.08606163,Clinton Hwy 3015 (174 Strader),Anderson,Outside,Leased,"Murphy, Phillip W. SR & Etux Jackie",090,,022.00,250,lattice
American Tower Corporation,WM000035,WM,1271512,36.17071111,-84.038025,Norris Freeway 3539,Anderson,Outside,Leased,"Archer, Jack",044,,018.00,270,lattice
American Tower Corporation,WM000035,WM,1286246 ,36.15586666,-84.17828333,Old Dutch Valley Road 404,Anderson,Outside,Leased,"Thomas, Johnny William",053,,018.00,276,lattice
American Tower Corporation,WM000035,WM,1204360,36.227183,-84.142675,Echo Valley Road 300,Anderson,Rocky Top,Leased,"Hawkins, Charles",009,,049.00,276,lattice
American Tower Corporation,WM000035,WM,1059891,36.05737777,-88.10386111,Vicksburg Avenue 117,Benton,Camden,Leased,"Community Broadcasting Services, Inc.",078F,F,002.01,300,guyed
American Tower Corporation,WM000035,WM,1051546,35.86638889,-87.9707,Lakeview Trail 20 ,Benton,Outside,Leased,"Donaldson, Rex ",131A,A,022.00,245,lattice
American Tower Corporation,WM000035,WM,1049535,35.581777,-85.125583,Morgan Road 49,Bledsoe,Outside,OWNED,Amercian Tower Corporation,075,,042.00,325,h type
American Tower Corporation,WM000035,WM,1255498,35.86472222,-83.95738889,Airport Hwy 4726,Blount,Alcoa,Leased,"Lay Properties, LP",009,,010.00,150,monopole
American Tower Corporation,WM000035,WM,1251941,35.73625,-83.97736111,"Frontage Road, NW 5600",Blount,Maryville,Leased,City of Maryville,068D,A,035.00,100,monopole
American Tower Corporation,WM000035,WM,1251940,35.75477778,-83.93208333,Grandview Drive 1002A,Blount,Maryville,Leased,City of Maryville,058E,B,030.00,150,monopole
American Tower Corporation,WM000035,WM,1203733,35.74539358,-84.13720474,Cave Road 446 ,Blount,Outside,Leased,"Susisse, Randy & Suzanne",054,,053.16,250,lattice
American Tower Corporation,WM000035,WM,1297412,35.73814444,-84.03721389,County Farm Road 325,Blount,Outside,Leased,Dusdan Properties,056,,178.02,150,monopole
American Tower Corporation,WM000035,WM,1043007,35.636694,-83.934583,Flats Road 6932,Blount,Outside,OWNED,Amercian Tower Corporation,114L,G,006.00+,360,guyed
American Tower Corporation,WM000035,WM,1294484,35.77611111,-84.036825,Jennings Road 756,Blount,Outside,Leased,"Carrington, Paul S & Melissa",045,,027.03,155,monopole
American Tower Corporation,WM000035,WM,1248547,35.69069444,-83.97916667,Little Best Road 2129,Blount,Outside,Leased,"Thompson, Gene & Janet",091,,037.01,160,monopole
American Tower Corporation,WM000035,WM,1202131,35.85062778,-84.0055,Old Topside Road 2032 East ,Blount,Outside,Leased,"Harb, George S.",008,,154.00,190,monopole
American Tower Corporation,WM000035,WM,1057479,35.84969037,-83.78735377,Sevierville Road 5765 ,Blount,Outside,Leased,"Kear, Reba L.",012,,070.00,200,lattice
American Tower Corporation,WM000035,WM,1291490,35.84134444,-83.97153611,Vista Road 3716,Blount,Outside,Leased,Mountain Life Insurance Co.,017,,070.15,081,monopole
American Tower Corporation,WM000035,WM,1045002,35.126525,-85.00535278,Bancroft Road SE 2249,Bradley,Outside,OWNED,Amercian Tower Corporation,063,,056.01,250,lattice
American Tower Corporation,WM000035,WM,1225249,35.23358749,-84.85452659,Frontage Road 5600,Bradley,Outside,Leased,"Lawson, Ken",027,,011.03,350,guyed
American Tower Corporation,WM000035,WM,Not Required,35.16774444,-84.89631667,Harrison Pike 1715,Bradley,Outside,Leased,"Higgons, Crill",049J,C,001.00,195,monopole
American Tower Corporation,WM000035,WM,1048588,35.14135,-84.94515833,Johnson School Road 320 ,Bradley,Outside,Leased,"Henry, Glenda",056,,087.00,310,lattice
American Tower Corporation,WM000035,WM,1054267,35.27900833,-84.80069444,Mouse Creek Road 8042,Bradley,Outside,Leased,"Wright, James ",015,,032.00,250,lattice
American Tower Corporation,WM000035,WM,1283918,35.13054167,-84.86198611,Young Road SE 1801,Bradley,Outside,Leased,"Epperson, Don",066H,F,021.00,190,lattice
American Tower Corporation,WM000035,WM,1217213,36.4324913,-84.00816345,Calhoun Road 177,Campbell,Outside,Leased,"Greene, Ronald",062,,065.00,300,lattice
American Tower Corporation,WM000035,WM,Not Required,36.19818333,-84.2306,Cross Mountain,Campbell,Outside,Leased,Coal Creek Mining,062,,001.00,150,lattice
American Tower Corporation,WM000035,WM,Not Required,36.41168611,-84.17940556,Walnut Mountain 4462,Campbell,Outside,Leased,Campbell County Emergency ,074,,005.00,063,microwave 
American Tower Corporation,WM000035,WM,1291354,35.95323741,-86.08089685,Bridge Road 770,Cannon,Outside,Leased,"Hancock, Dwight",003,,035.00,353,lattice
American Tower Corporation,WM000035,WM,1253056,35.83122222,-86.07677778,S. E. Towers Lane 224 (Doolittle Road) ,Cannon,Outside,Leased,"Jennings Brothers , LLC",039,,020.00,190,monopole
American Tower Corporation,WM000035,WM,Not Required,35.86475278,-85.97251389,Short Mountain (GUNTER HOLLOW ROAD),Cannon,Outside,OWNED,Amercian Tower Corporation,027,,040.00,284,guyed
American Tower Corporation,WM000035,WM,1274905,35.976055,-88.675444,Second Street 150 (Circle Street North),Carroll,Clarksburg,Leased,"Mitchell, Larry Joe",079J,E,025.04,250,lattice
American Tower Corporation,WM000035,WM,Not Required,36.133945,-88.51833333,University Drive 115,Carroll,McKenzie,Leased,City of Mckenzie,012L,C,008.00,196,lattice
American Tower Corporation,WM000035,WM,Not Required,36.02658333,-88.42011111,Firetower Road 160,Carroll,Outside,Leased,"Keene, George",062,,051.05,196,lattice
American Tower Corporation,WM000035,WM,1259579,35.810055,-88.60325,Gardner Road 180,Carroll,Outside,Leased,"NTCH-West Tenn, Inc.",176,,013.03,120,lattice
American Tower Corporation,WM000035,WM,1268461,36.02175,-88.255416,Rowland Mill Road 1040,Carroll,Outside,Leased,"NTCH-West Tenn, Inc.",066,,024.02,250,lattice
American Tower Corporation,WM000035,WM,1268462,35.95366666,-88.49697777,Voss lane 2140,Carroll,Outside,Leased,"NTCH-West Tenn, Inc.",096,,034.03,,not given
American Tower Corporation,WM000035,WM,1238440,36.115375,-88.510278,WKTA Lane 220,Carroll,Outside,Leased,"Townsend, Carolyn Sue",017,,036.00,360,guyed
American Tower Corporation,WM000035,WM,1044019,36.115375,-88.510278,WKTA Lane 220,Carroll,Outside,Leased,"Townsend, Carolyn Sue",017,,036.00,240,guyed
American Tower Corporation,WM000035,WM,1202454,36.322582,-82.283707,Roberts Lane 172,Carter,Outside,Leased,"Johnson City Citizen Band Radio 6 Club, Inc.",048I,D,014.00,180,radio tower
American Tower Corporation,WM000035,WM,Not Required,36.301692,-82.183483,Rouse Drive 135 ,Carter,Outside,Leased,"Rouse, John T.",058G,A,007.00,148,lattice
American Tower Corporation,WM000035,WM,1202452,36.363216,-82.2285,Victory Lane 124 (Alexander Blvd.),Carter,Outside,Leased,"Hauser, Kenneth",034J,A,005.00,180,monopole
American Tower Corporation,WM000035,WM,Not Required,36.16844167,-87.04021111,Apache Trail 2056,Cheatham,Outside,Leased,Cheatham County,086,,053.00,190,monopole
American Tower Corporation,WM000035,WM,1281359,36.15954807,-87.12791832,Cedar Hill Road 177,Cheatham,Outside,Leased,"Gentry, Gary",082,,004.02,195,monopole
American Tower Corporation,WM000035,WM,1204358,36.30961609,-87.09300995,Hwy 12 North 1816 ,Cheatham,Outside,Leased,"Adcock, Jerry D. Etux Nancy",044,,080.00,275,guyed
American Tower Corporation,WM000035,WM,1277666,36.13439918,-87.0420279,Sams Creek Road 2793,Cheatham,Outside,Leased,Cheatham County,086,,053.00,250,lattice
American Tower Corporation,WM000035,WM,1044014,35.44406666,-88.66465277,Kindra Dr 710,Chester,Henderson ,Leased,"Patterson, Charles Edward",033,,044.00,282,lattice
American Tower Corporation,WM000035,WM,1223142,35.44305556,-88.6645,Kindra Dr 729,Chester,Henderson ,Leased,"Patterson, Charles Edward",033,,044.00,300,guyed
American Tower Corporation,WM000035,WM,1209850,35.456388,-88.626666,Steed Street 570,Chester,Henderson ,Leased,"Smith, Wanda",034,,009.03,500,guyed
American Tower Corporation,WM000035,WM,Not Required,35.43694444,-88.63972222,Washington Ave South 214,Chester,Henderson ,Leased,"Barclay, William J.",046D,B,020.00,199,lattice
American Tower Corporation,WM000035,WM,1275178,35.483916,-88.45,Jennings Road 90,Chester,Outside,Leased,"Droke, Timothy",023,,011.00,250,lattice
American Tower Corporation,WM000035,WM,1275619,35.465777,-88.541361,Old Jacks Creek Rd 185,Chester,Outside,Leased,"Brewer, Ruby Nell ",025,,044.02,250,lattice
American Tower Corporation,WM000035,WM,Not Required,35.51079222,-88.60070018,State Route 200 5425,Chester,Outside,Leased,"Sells, Dyke E.",011,,034.00,194,monopole
American Tower Corporation,WM000035,WM,1277606,35.459277,-88.374305,State Route 22 2340,Chester,Outside,Leased,"Bruce, Troy",039,,017.02,250,lattice
American Tower Corporation,WM000035,WM,1286794 ,36.51226944,-83.79508889,Highway 63 4760,Claiborne,Outside,Leased,"Shipley, Ann V.",052,,009.00,276,lattice
American Tower Corporation,WM000035,WM,Not Required,36.577574,-83.644995,Iris Drive (Browning Lane),Claiborne,Outside,Leased,"Surber, William",015J,A,008.00,195,monopole
American Tower Corporation,WM000035,WM,1222999,36.03197778,-83.2411,Victoria Way 1221 ,Cocke,Outside,Leased,"Wilson, Haskell & Jenevieve",030,,012.00,300,lattice
American Tower Corporation,WM000035,WM,1041439,35.40355,-86.0035,Baines Road 1901 ,Coffee,Outside,Leased,"Edde, Thomas M.",113,,004.00,285,lattice
American Tower Corporation,WM000035,WM,1041756,35.58545222,-86.23340392,Stepp Road 451 ,Coffee ,Outside,Leased,"Stepp, R. Preston",035,,012.00,285,lattice
American Tower Corporation,WM000035,WM,1289500,35.44728333,-86.24034722,Throneberry Road 1459,Coffee ,Outside,Leased,"McIntyre, Ingrid A & Abraham",090,,002.03,195,monopole
American Tower Corporation,WM000035,WM,Not Required,35.71111111,-89.08472222,(East Hopkins Extended)Front Street West,Crockett,Bells,Leased,Bells Public Utility,089C,F,002.00,199,lattice
American Tower Corporation,WM000035,WM,1268459,35.76497222,-88.99005556,(Gadsen) Gum Flat Road 688,Crockett,Outside,OWNED,Amercian Tower Corporation,068K,A,015.00,195,lattice
American Tower Corporation,WM000035,WM,Not Required,35.91027778,-89.26083333,Bluebird Road 1084 / Hwy 20,Crockett,Outside,Leased,"Smith, Richard",010,,017.01,199,lattice
American Tower Corporation,WM000035,WM,Not Required,35.79352778,-89.14144444,Church Street 1476 / Hwy 88,Crockett,Outside,Leased,"NTCH-West Tenn, Inc.",056,,044.12,199,lattice
American Tower Corporation,WM000035,WM,Not Required,35.79960833,-84.88419167,Durham Loop 406,Cumberland,Outside,Leased,"Hamby, Glen & Dorothy",188,,064.00,195,monopole
American Tower Corporation,WM000035,WM,1287566,36.07328056,-84.95903889,Genesis Road 9054,Cumberland,Outside,Leased,"Kappel, David & Denisa",041,,001.00,250,lattice
American Tower Corporation,WM000035,WM,1216980,36.07040143,-85.06741374,Hwy 127 North 9017 ,Cumberland,Outside,Leased,"Lane, Lawrence etux Hallie",038,,048.00,300,guyed
American Tower Corporation,WM000035,WM,1220673,36.00174444,-85.118675,Hwy 70 N 7082,Cumberland,Outside,Leased,"Gaddis, Patrica",072,,039.16,280,lattice
American Tower Corporation,WM000035,WM,1286640,36.10477778,-84.90895278,Jones Road 117,Cumberland,Outside,Leased,"McCoy, John Jr",022,,022.03,250,lattice
American Tower Corporation,WM000035,WM,Not Required,35.93629722,-84.80635,Millstone Gap RD 244,Cumberland,Outside,OWNED,Amercian Tower Corporation,118,,004.00,088,lattice
American Tower Corporation,WM000035,WM,1043482,36.021888,-84.972138,Potter Road 407,Cumberland,Outside,OWNED,Amercian Tower Corporation,063,,056.00,250,h type
American Tower Corporation,WM000035,WM,1222558,35.91733551,-85.09116364,Taylor Chapel Road 1368 ,Cumberland,Outside,Leased,"Grant Jr., Everett Lawrence",125,,004.14,220,lattice
American Tower Corporation,WM000035,WM,1276590,36.06793611,-86.66331667,Richards Rd 630,Davidson,Antioch,Leased,Church of the Nazarene,149-00,0,206.00,140,monopole
American Tower Corporation,WM000035,WM,1218005,36.046333,-86.829638,Old Hickory Blvd. 1406 ,Davidson,Forrest Hills,Leased,WKRN (Young Broadcasting),159-00,0,030.00,275,lattice
American Tower Corporation,WM000035,WM,1228095,36.39047813,-86.75830172,East End Road 196 ,Davidson,Goodlettsville,Leased,"Lyle, Charlene",002-00,0,035.00,250,lattice
American Tower Corporation,WM000035,WM,1043485,36.35168333,-86.78403333,Greer Road 2797,Davidson,Goodlettsville,OWNED,Amercian Tower Corporation,011-00,0,007.01,265,lattice
American Tower Corporation,WM000035,WM,Not Required,36.154525,-86.82400833,33rd Avenue North 605;NASHVL WEST RADIO REPEATER STN,Davidson,Nashville,OWNED,Amercian Tower Corporation,092-09,0,296.00,100,lattice
American Tower Corporation,WM000035,WM,Not Required,36.204442,-86.780731,Artic Ave,Davidson,Nashville,Leased,"American Affordable Homes, LP",071-06,0,072.00,151,monopole
